"
Сокращенное название:
АО ""БАЙКАЛЭНЕРГО"" ОП ""ЦТС""
","
Телефон: 
 (3952) 794988, 795004 (3952) 794952 (3952) 794245
","
E-Mail: 
 Nikolskii_av@nitec.irkutskenergo.ru baykalenergo@nitec.irkutskenergo.ru
","
Телефон: 
797-245
","
E-Mail: 

"
"
Сокращенное название:
АО ""НПО Энергомаш""
","
Телефон: 
 (495) 2869023
","
E-Mail: 

","
Телефон: 
(495) 2864103
","
E-Mail: 
ilienko_es@npoem.ru
"
"
Сокращенное название:
АО ""НПП ""Криосервис""
","
Телефон: 
 (495) 5290136, 5210136 (495) 9407955, 2231574 095-5290136
","
E-Mail: 
 cryoservice@list.ru creoservice@list.ru z01@front.ru
","
Телефон: 
(495) 9407955
","
E-Mail: 

"
"
Сокращенное название:
АО ""НПП ""Пружинный центр""
","
Телефон: 
 (812) 3478656
","
E-Mail: 
 mail@pruzhina.ru
","
Телефон: 
(812) 3478656
","
E-Mail: 

"
"
Сокращенное название:
АО ""НПП ""Старт"" им. А.И. Яскина""
","
Телефон: 
 (343) 2289353, 2520248, 2520355, 2643484, 260103 (343) 2289330
","
E-Mail: 
 nppstart@nexcom.ru
","
Телефон: 
228-93-97
","
E-Mail: 

"
"
Сокращенное название:
АО ""НПФ ""Невинтермаш""
","
Телефон: 
 (812) 6770771
","
E-Mail: 
 mail@nimturbo.ru
","
Телефон: 
(812) 677-0771
","
E-Mail: 

"
"
Сокращенное название:
АО ""НПФ ""ЦКБА""
","
Телефон: 
 (812) 6111000 (812) 4587222
","
E-Mail: 
 info@ckba.ru
","
Телефон: 
(812) 4587215
","
E-Mail: 

"
"
Сокращенное название:
АО ""НРС""
","
Телефон: 
 (3466) 633058, 633290 (3466)  633293
","
E-Mail: 
 PDSnrs@rcsu.tnk.ru dsnbrno@nng.tnk.ru nv-pdsnrs@tnk-bp.com eahudyakov@nv-rs.ru Pds@nv-rs.ru secretary@nv-rs.ru
","
Телефон: 
(3466) 63-33-60
","
E-Mail: 
OMkarpova@nv-rs.ru
"
"
Сокращенное название:
АО ""НРСК""
","
Телефон: 
 (81852) 63559 company@nrsk.ru (81852) 63509 (81852) 63367
","
E-Mail: 
 company@nrsk.ru
","
Телефон: 
(81852)63720
","
E-Mail: 

"
"
Сокращенное название:
АО ""НТЭК""
","
Телефон: 
 (3919) 267720
","
E-Mail: 
 energo@oao-ntek.ru
","
Телефон: 
(3919) 262229
","
E-Mail: 
ZvyagincevAS@oao-ntek.ru
"
"
Сокращенное название:
АО ""НФ НЗМ""
","
Телефон: 
 (8162) 641673, 643164 (8162) 64-22-11
","
E-Mail: 
 info@novnzm.ru ksl@novnzm.ru
","
Телефон: 
64-31-64
","
E-Mail: 

"
"
Сокращенное название:
АО ""НЦ ВостНИИ""
","
Телефон: 
 (3842) 643099, 642585 (3842) 644442
","
E-Mail: 
 vostnii@kemnet.ru main@nc-vostnii.ru Kopytin_vostnii@mail.ru 643398@mail.ru vostnii_ushakov@inbox.ru
","
Телефон: 
(3842) 64-33-20
","
E-Mail: 

"
"
Сокращенное название:
АО ""Нэфис Косметикс""
","
Телефон: 
 (843) 5704191
","
E-Mail: 

","
Телефон: 
(843) 5704246
","
E-Mail: 

"
"
Сокращенное название:
АО ""Одк-Пм""
","
Телефон: 
 2400380
","
E-Mail: 

","
Телефон: 
342 2597205
","
E-Mail: 

"
"
Сокращенное название:
АО ""ОДЦ УГР""
","
Телефон: 
 8(3823) 90-11-11
","
E-Mail: 

","
Телефон: 
(3823) 90-11-11
","
E-Mail: 

"
"
Сокращенное название:
АО ""ОЗММ""
","
Телефон: 
 (4725) 479371
","
E-Mail: 
 ozmm@belgtts.ru
","
Телефон: 
(4725) 47-93-08
","
E-Mail: 

"
"
Сокращенное название:
АО ""ОЗНА-Измерительные системы""
","
Телефон: 
 (34767) 95010
","
E-Mail: 

","
Телефон: 
8(34767) 950-10
","
E-Mail: 

"
"
Сокращенное название:
АО ""ОКБМ Африкантов""
","
Телефон: 
 (8312) 2754076 (831) 2469435
","
E-Mail: 
 okbm@okbm.nnov.ru
","
Телефон: 
(831) 2469499
","
E-Mail: 

"
"
Сокращенное название:
АО ""ОМЗ""
","
Телефон: 
 (34278) 31838
","
E-Mail: 

","
Телефон: 
(951) 9349305
","
E-Mail: 

"
"
Сокращенное название:
АО ""Омскгоргаз""
","
Телефон: 
 (3812) 314027, 977377
","
E-Mail: 
 sekretar@omskgorgaz.ru
","
Телефон: 
(3812) 97-73-77
","
E-Mail: 

"
"
Сокращенное название:
АО ""Омский ЭМЗ""
","
Телефон: 
 (3812) 331200, 141314
","
E-Mail: 
 info@oemz.ru
","
Телефон: 
(3812) 33-12-00
","
E-Mail: 

"
"
Сокращенное название:
АО ""Омскоблгаз""
","
Телефон: 
 (3812) 232386, 276602 (3812) 618612 (3812) 618808, 618602 (3812)267-602 3812 618602
","
E-Mail: 
 oblgas@echo.ru Oblgaz@Omsk.ru OBLGAZ@OMSK.SU office@omskoblgaz.ru
","
Телефон: 
(3812)208-148 доб. 7130
","
E-Mail: 
labs@omskoblgaz.ru
"
"
Сокращенное название:
АО ""Опытный завод нефтегазового оборудования""
","
Телефон: 
 (347) 229-40-98
","
E-Mail: 
 mail@ozngo.ru sale@ozngo.ru
","
Телефон: 
(347) 2294098
","
E-Mail: 

"
"
Сокращенное название:
АО ""Оренбургнефть""
","
Телефон: 
 8 (35342) 73670
","
E-Mail: 

","
Телефон: 
7-70-80
","
E-Mail: 

"
"
Сокращенное название:
АО ""Охинская ТЭЦ""
","
Телефон: 
 (42437) 20730, 25673 (42437) 25986 8(42437) 2-07-30
","
E-Mail: 

","
Телефон: 
(42437) 42-578
","
E-Mail: 

"
"
Сокращенное название:
АО ""ОЭМК им. А.А. Угарова""
","
Телефон: 
 (4725) 374832, 374556, 329429
","
E-Mail: 
 mamykina@oemk.ru amelchakowa@oemk.ru
","
Телефон: 
(4725) 375384
","
E-Mail: 

"
"
Сокращенное название:
АО ""ОЭС""
","
Телефон: 
 (495) 287-88-72
","
E-Mail: 
 info@ioes.ru
","
Телефон: 
(495) 287-88-72, доб.1275
","
E-Mail: 
martinovgv@ioes.ru
"
"
Сокращенное название:
АО ""ПАВЛИК""
","
Телефон: 
 (4132) 650305, 200488
","
E-Mail: 
 info@pavlik-gold.ru
","
Телефон: 
(4132) 200488
","
E-Mail: 
info@pavlik-gold.ru
"
"
Сокращенное название:
АО ""Первомайскхиммаш""
","
Телефон: 
 (47548) 23315, 21044 (47548) 23789, 62481 (47548) 24186 (847548)62-5-75
","
E-Mail: 

","
Телефон: 
(47548) 62-4-35
","
E-Mail: 

"
"
Сокращенное название:
АО ""ПЕТРОНЕФТЬСПЕЦКОНСТРУКЦИЯ""
","
Телефон: 
 (812) 3364500 (812)7411860, факс: 3364506
","
E-Mail: 
 info@pnsk.ru
","
Телефон: 
(812)  336-45-00
","
E-Mail: 
info@pnsk.ru
"
"
Сокращенное название:
АО ""ПЕТРОХОЛДИНГ-САНКТ-ПЕТЕРБУРГ""
","
Телефон: 
 (812) 4498519
","
E-Mail: 
 petroholding@petroholding.biz lnk_spb@mail.ru
","
Телефон: 
(812) 4498519
","
E-Mail: 
zarubin.yakov@mail.ru
"
"
Сокращенное название:
АО ""ПЗ ""Маш""
","
Телефон: 
 (342) 2626406 (342) 2626489 (342)2626410
","
E-Mail: 

","
Телефон: 
(342) 262-64-89
","
E-Mail: 

"
"
Сокращенное название:
АО ""ПЗТА""
","
Телефон: 
 (8412) 551000
","
E-Mail: 
 info@pzta.ru
","
Телефон: 
(8412) 35-10-00
","
E-Mail: 
info@pzta.ru
"
"
Сокращенное название:
АО ""ПК ""ОборонТех""
","
Телефон: 
 (812) 3310155 (812)3399640, факс: 4004001 8-812-339-96-40
","
E-Mail: 
 info@oboronteh.com
","
Телефон: 
(812) 3399640
","
E-Mail: 

"
"
Сокращенное название:
АО ""ПК ""ТТ""
","
Телефон: 
 (351) 3045115
","
E-Mail: 

","
Телефон: 
(351) 3045115
","
E-Mail: 

"
"
Сокращенное название:
АО ""ПНИТИ""
","
Телефон: 
 (3422) 453190, 451247, 402465 (342) 2810247
","
E-Mail: 
 info@pniti.ru
","
Телефон: 
(342) 240-24-47
","
E-Mail: 

"
"
Сокращенное название:
АО ""ПО ""СЕВЕРМАШ""
","
Телефон: 
 (495) 1200081
","
E-Mail: 

","
Телефон: 

","
E-Mail: 

"
"
Сокращенное название:
АО ""ПО ""Севмаш""
","
Телефон: 
 (8184) 504717 (8184) 50-46-27 (8184) 50-47-53
","
E-Mail: 
 smp@sevmash.ru nitic@sevmash.ru
","
Телефон: 
8184 504627
","
E-Mail: 

"
"
Сокращенное название:
АО ""ПО ""Стрела""
","
Телефон: 
 (3532) 757100, 755460 83532755674 (3532) 75-71-00, 75-01-64
","
E-Mail: 
 dep113@pa-strela.com Maksim_fesenyuk@mail.ru
","
Телефон: 
89878903903
","
E-Mail: 

"
"
Сокращенное название:
АО ""ПО ""ЭХЗ""
","
Телефон: 
 (39169) 33322 т. (39169) 93-741, ф.93-757- Морозов Константин Геннадьевич,         т. 93-752, ф.93-751 - Сергиенко Алексей Владимирович
","
E-Mail: 
 taifun@ecp.kts.ru
","
Телефон: 
(36169)9-47-00
","
E-Mail: 

"
"
Сокращенное название:
АО ""ПО ЕлАЗ""
","
Телефон: 
 (85557) 55697
","
E-Mail: 
 lab@elaz.ru
","
Телефон: 
(85557) 5-57-83
","
E-Mail: 
csl@elaz.ru
"
"
Сокращенное название:
АО ""ПО СТРОНГ""
","
Телефон: 

","
E-Mail: 

","
Телефон: 
(812) 386-77-77
","
E-Mail: 

"
"
Сокращенное название:
АО ""ПОЛИЭФ""
","
Телефон: 
 (3472) 923541 (34766)2-12-21
","
E-Mail: 
 inbox@polyef
","
Телефон: 
347-279-75-24
","
E-Mail: 

"
"
Сокращенное название:
АО ""Полюс""
","
Телефон: 
 (3912) 683190 (3912) 2906103 доп. 1103
","
E-Mail: 

","
Телефон: 
8(391) 219-20-03 доп. 20-57
","
E-Mail: 

"
"
Сокращенное название:
АО ""ПремьерСтрой""
","
Телефон: 
 (495) 2761632
","
E-Mail: 
 info@premierstroy.ru
","
Телефон: 
(495) 276-16-32
","
E-Mail: 
sereda-0072@mail.ru
"
"
Сокращенное название:
АО ""Промприбор""
","
Телефон: 
 (48677) 77703
","
E-Mail: 
 sales@prompribor.ru
","
Телефон: 
(48677) 31445 д. 335
","
E-Mail: 

"
"
Сокращенное название:
АО ""Промсервис""
","
Телефон: 
 (84235)  43010, 48636, 41807 8(84235)43010
","
E-Mail: 
 promservis@promservis.ru otenk@promservis.ru annab@promservis.ru
","
Телефон: 
(84235) 43010
","
E-Mail: 

"
"
Сокращенное название:
АО ""Промстрой""
","
Телефон: 
 (495) 6493067
","
E-Mail: 
 ps.moscow@promstroi-group.ru
","
Телефон: 
(495) 6493067, доб. 1276
","
E-Mail: 
SobyaninMP@promstroi-group.ru
"
"
Сокращенное название:
АО ""ПРОМФИНСТРОЙ""
","
Телефон: 
 (495) 7817878, 3552106, 3558591 (4912) 935187 (495) 9374880, 3552200 (8452)921-463
","
E-Mail: 
 amico@alink.ru
","
Телефон: 
(4852) 205428
","
E-Mail: 

"
"
Сокращенное название:
АО ""Промышленные технологии""
","
Телефон: 
 (8184) 548929
","
E-Mail: 
 info@prom-tech.pro
","
Телефон: 
(902) 1986049
","
E-Mail: 
info@prom-tech.pro
"
"
Сокращенное название:
АО ""Протекор""
","
Телефон: 
 (495) 7440812 (495) 7440882 (495) 9891882
","
E-Mail: 
 info@protecor.ru info@protekor.ru
","
Телефон: 
(495) 989-18-82
","
E-Mail: 

"
"
Сокращенное название:
АО ""Профессиональный строитель""
","
Телефон: 
 (499) 5500992
","
E-Mail: 
 i.zaitceva@constpro.ru
","
Телефон: 
(499) 5500992
","
E-Mail: 
i.zaitceva@constpro.ru
"
"
Сокращенное название:
АО ""ПТМ-Д""
","
Телефон: 
 (4852) 493320 (4852) 493328, 493360
","
E-Mail: 
 ptm-d@post.ru info@ptm-d.ru
","
Телефон: 
(4852) 49-33-60 доб. 215
","
E-Mail: 

"
"
Сокращенное название:
АО ""ПТПА""
","
Телефон: 
 (8412) 457565 (8412) 470244 (8412)470288
","
E-Mail: 
 Oleg Kryskin@ptpa.ru secretar@ptpa.ru oleg.lizlov@ptpa.ru
","
Телефон: 
(8412) 470288
","
E-Mail: 
Alexandr.hramov@ptpa.ru
"
"
Сокращенное название:
АО ""ПТПС""
","
Телефон: 
 (495) 566-14-12
","
E-Mail: 
 ptps-weld@mail.ru
","
Телефон: 
(985) 075-00-58
","
E-Mail: 
ptps-weld@mail.ru
"
"
Сокращенное название:
АО ""ПТЭК""
","
Телефон: 
 (47354) 5-11-60, 5-11-62
","
E-Mail: 

","
Телефон: 
(473) 260-64-46
","
E-Mail: 

"
"
Сокращенное название:
АО ""Ранжем""
","
Телефон: 
 (495) 9797569
","
E-Mail: 

","
Телефон: 
(495) 979-75-69
","
E-Mail: 

"
"
Сокращенное название:
АО ""РАТТЕ""
","
Телефон: 
 (812) 5526088, 5528401
","
E-Mail: 
 ratte@mail.ru ptsm@mail.ru
","
Телефон: 
(812) 5526088
","
E-Mail: 
ptsm@mail.ru
"
"
Сокращенное название:
АО ""РИР""
","
Телефон: 
 (34370) 54050
","
E-Mail: 
 info-fn@rusatom-utilities.ru
","
Телефон: 
(34370) 54050
","
E-Mail: 
NSDavydov@rusatom-utilities.ru
"
"
Сокращенное название:
АО ""РИТЭК-СОЮЗ""
","
Телефон: 

","
E-Mail: 
 mail@ritek-souz.ru
","
Телефон: 
(929) 9116028
","
E-Mail: 

"
"
Сокращенное название:
АО ""РМ Рейл Абаканвагонмаш""
","
Телефон: 

","
E-Mail: 

","
Телефон: 
21-51-71
","
E-Mail: 

"
"
Сокращенное название:
АО ""РН-Няганьнефтегаз""
","
Телефон: 
 (34672) 94626, 92140 (34672) 92103 (34672) 92222 (34672) 92222 доб. 2444 834672 92222, доб. 2164
","
E-Mail: 
 tnk.nyagan@tnk-bp.com tnk.nyagan@tnk-br.com rn_nng@rosneft.ru
","
Телефон: 
(34672) 92-222
","
E-Mail: 

"
"
Сокращенное название:
АО ""РНГ""
","
Телефон: 
 (495) 6627133 8(495) 662-71-33
","
E-Mail: 
 office@rostneftegaz.ru office@rngoil/ru
","
Телефон: 
(495) 6627133
","
E-Mail: 
office@rostneftegaz.ru
"
"
Сокращенное название:
АО ""РНПК""
","
Телефон: 
 (4912) 933266 (4912) 933545 (4912) 933261 (4912) 933240
","
E-Mail: 
 rnpk@tnk-bp.ru rnpk@tnk-bp.com rnpk@rosneft.ru rnpk@tnk-bp.com RNPK@rnpk.rosneft.ru
","
Телефон: 
(4912) 93-32-66
","
E-Mail: 

"
"
Сокращенное название:
АО ""Росгазификация""
","
Телефон: 
 (495) 2214955 (495) 2214960 (095) 203-75-12
","
E-Mail: 
 info@rgaz.ru zipalova@rgaz.ru Volgin@rgaz.ru
","
Телефон: 
(846) 254-07-04
","
E-Mail: 

"
"
Сокращенное название:
АО ""Россети Тюмень""
","
Телефон: 
 (3466) 465350
","
E-Mail: 

","
Телефон: 
(3466) 484696
","
E-Mail: 

"
"
Сокращенное название:
АО ""РОСТОВГАЗСТРОЙ""
","
Телефон: 
 (8632) 405034, 644622, 401738
","
E-Mail: 
 rosgazstroy@mail.ru
","
Телефон: 
(863) 2402034
","
E-Mail: 

"
"
Сокращенное название:
АО ""РПТП ""Гранит""
","
Телефон: 
 (4912) 391135 (4912) 304000 (4912) 304087
","
E-Mail: 
 office@rptp.ryazan.ru office@rptp.org folomeeva@rptp.org
","
Телефон: 
(4912) 30-40-38
","
E-Mail: 
Kuzser2008@yandex.ru
"
"
Сокращенное название:
Филиал частной компании с ОО ""Шоллер-Блэкманн Даррон Лимитед""
","
Телефон: 
 (3496) 344576, 343042
","
E-Mail: 
 zakhezin_andrey@sbdr.ru
","
Телефон: 
(3496) 34-30-42
","
E-Mail: 

"
"
Сокращенное название:
Филиала АО ""УСТАЙ УЛУСЛАРАРАСЫ ЙАПЫ ТААХХЮТ ВЕ ТИДЖАРЕТ АНОНИМ ШИРКЕТИ""
","
Телефон: 
 7 917-82-121-47
","
E-Mail: 

","
Телефон: 

","
E-Mail: 

"
"
Сокращенное название:
АО ""РСК ""МиГ""
","
Телефон: 
 7218100
","
E-Mail: 

","
Телефон: 
(831) 2423725
","
E-Mail: 

"
"
Сокращенное название:
АО ""РСМ""
","
Телефон: 
 (8313) 275353
","
E-Mail: 

","
Телефон: 
(8313) 27-51-98
","
E-Mail: 

"
"
Сокращенное название:
АО ""РТК-Сибирь""
","
Телефон: 
 (391) 29031160
","
E-Mail: 

","
Телефон: 
(391) 2903161
","
E-Mail: 

"
"
Сокращенное название:
АО ""Рузхиммаш""
","
Телефон: 
 (83451) 32645, 32778, 32581 (83451) 31318 (83451) 96572, 31801 (83451) 96541, 65306
","
E-Mail: 
 ruzhim@ruzhim.ru
","
Телефон: 
(83451) 96572
","
E-Mail: 

"
"
Сокращенное название:
АО ""РУСАЛ-Ачинск""
","
Телефон: 
 (39151) 35000, 35010
","
E-Mail: 
 www.rusal.ru
","
Телефон: 
(39151) 31874, 34220
","
E-Mail: 
Vasiliy.Varygin@agk
"
"
Сокращенное название:
АО ""РУСТ-95""
","
Телефон: 
 (812) 3348434 (812)3348447 +7(812) 334- 84-34
","
E-Mail: 
 contact@roost.ru
","
Телефон: 
(812) 334-84-47
","
E-Mail: 

"
"
Сокращенное название:
АО ""Рустехногрупп""
","
Телефон: 
 8 (47244) 5-00-81
","
E-Mail: 
 belgorod@rustechnogroup.ru
","
Телефон: 
(47244) 5-62-25
","
E-Mail: 

"
"
Сокращенное название:
АО ""Салаватнефтемаш""
","
Телефон: 
 (34763) 54312, 54356, 77531 (34763) 20473, 20483 (3476) 377583
","
E-Mail: 
 snm@salmash.ru snm@snm.ru 9aem@snm.ru
","
Телефон: 
(3476) 37-75-83
","
E-Mail: 
9aem@snm.ru
"
"
Сокращенное название:
АО ""Салаватский ЗМК""
","
Телефон: 
 (34764)  42036, 41366
","
E-Mail: 
 metakon06@mail.ru
","
Телефон: 
(34763) 71271
","
E-Mail: 
Laboratoria13@mail.ru
"
"
Сокращенное название:
АО ""Салехардэнерго""
","
Телефон: 

","
E-Mail: 

","
Телефон: 
(34922)
","
E-Mail: 

"
"
Сокращенное название:
АО ""Самаранефтегаз""
","
Телефон: 
 (846) 2283448, 3375979 (846) 3330232 (846) 2272350 (846) 2135850
","
E-Mail: 
 zorichia@samng.ru
","
Телефон: 
(84661)28560
","
E-Mail: 

"
"
Сокращенное название:
АО ""Самотлорнефтегаз""
","
Телефон: 
 (346) 6622024
","
E-Mail: 

","
Телефон: 
3466613593
","
E-Mail: 

"
"
Сокращенное название:
АО ""Саратовгаз""
","
Телефон: 
 (8452) 729353 (8542)72-83-20
","
E-Mail: 
 gro@oaosaratovgaz.ru etr@oaosaratovgaz.ru
","
Телефон: 
(8452) 72-83-20
","
E-Mail: 
metr@oaosaratovgaz.ru
"
"
Сокращенное название:
АО ""Сарэнергомаш""
","
Телефон: 
 (8452) 220123
","
E-Mail: 
 sem@overta.ru info@sarzem.ru
","
Телефон: 
(8452) 22-01-23
","
E-Mail: 

"
"
Сокращенное название:
АО ""Саянскхимпласт""
","
Телефон: 
 (39553) 45006 (39553) 45540
","
E-Mail: 
 mail@sibvinyl.ru
","
Телефон: 
(39553) 44248
","
E-Mail: 
krasilov@sibvinyl.ru
"
"
Сокращенное название:
АО ""Светлый""
","
Телефон: 
 (39561) 92075 (39561) 52075 (39561) 74666
","
E-Mail: 
 svbod@irmail.ru
","
Телефон: 
(39561) 52416
","
E-Mail: 

"
"
Сокращенное название:
АО ""СВЭЧЕЛ""
","
Телефон: 
 (351) 7351817, 7213990, 7219311, 7219282 (351) 7995041, 7213990
","
E-Mail: 
 mail@svechel.ru
","
Телефон: 
(908) 5707590
","
E-Mail: 

"
"
Сокращенное название:
АО ""СГК""
","
Телефон: 
 (83130) 30959
","
E-Mail: 
 sarovgk@obespechenie-vniief.ru energy@sarov.ru
","
Телефон: 
(83130) 74768
","
E-Mail: 

"
"
Сокращенное название:
АО ""Северэкскавация""
","
Телефон: 
 (82144) 22559 доб. 106, 23543
","
E-Mail: 
 vpar@polpalmira.ru p_prokoff@mail.ru
","
Телефон: 
(82144) 22-5-59 доб. 106, 23-5-43, 89125038666
","
E-Mail: 
Afit.7911@mail.ru
"
"
Сокращенное название:
АО ""СЖС Восток Лимитед""
","
Телефон: 
 32-20-41 Vladimir.Kondrin@sgs.com
","
E-Mail: 

","
Телефон: 
(3843) 32-20-41
","
E-Mail: 
Vladimir.Kondrin@sgs.com
"
"
Сокращенное название:
АО ""СибИАЦ""
","
Телефон: 
 anoshkina@ndt-rus.ru (383) 289-08-04 (383) 347-84-40, 289-11-50 (383) 289-11-00, 289-11-50 8 (383) 289-11-00 (3842) 453030 (3842) 45-30-30
","
E-Mail: 
 pesk-1@mail.ru, sev4@nske.ru priem-PESK-1@nske.ru Priem-PESK@nske.ru vev@nske.ru Laa@nske.ru priemnayaIAC@sibgenco.ru priemnayaIAC@sibgenco.ru
","
Телефон: 
(3842) 453030 доб.3-28
","
E-Mail: 

"
"
Сокращенное название:
АО ""Сибнефтемаш""
","
Телефон: 
 (3452) 535050, 762319 (3452) 762311 (3452) 62305 (3452) 762318
","
E-Mail: 
 snm@sibneftemash.ru marketing@sibneftemash.ru
","
Телефон: 
3452 535050
","
E-Mail: 

"
"
Сокращенное название:
АО ""Сибнииобогащение""
","
Телефон: 
 (3846) 625695 (3846) 612977 (3846) 612982
","
E-Mail: 
 sib-_shub@mail.ru
","
Телефон: 
61-29-82
","
E-Mail: 

"
"
Сокращенное название:
АО ""Сибстальконструкция""
","
Телефон: 
 (3822) 729212, 729141 (3822) 461141, 461333
","
E-Mail: 

","
Телефон: 
(382) 46-11-41, 46-12-12
","
E-Mail: 

"
"
Сокращенное название:
АО ""Сибтехэнерго""
","
Телефон: 
 (383) 3517987 (383) 3517569 (383) 3517595 8 (383) 351-75-95
","
E-Mail: 
 sibte@sibte.ru sibte@sibte.ru
","
Телефон: 
351-75 23
","
E-Mail: 

"
"
Сокращенное название:
АО ""Сибур-Химпром""
","
Телефон: 
 (342) 2908649 (3422) 908303 (342) 2908911 (342) 2908282 (342) 2908750, (342) 2908132
","
E-Mail: 
 reshetnikov@siburperm.ru
","
Телефон: 
8-342-2-908-303
","
E-Mail: 

"
"
Сокращенное название:
АО ""СИБЭНЕРГОСЕРВИС""
","
Телефон: 
 (383) 3538097 (383) 3538112 (383) 3538116, 3011388
","
E-Mail: 
 oao-sibes@mail.ru tnn@mail.ksn.ru www.oao-sibes.ru
","
Телефон: 
(383)3547753
","
E-Mail: 
oao-sibes@mail.ru
"
"
Сокращенное название:
АО ""СибЭР""
","
Телефон: 
 365107
","
E-Mail: 

","
Телефон: 

","
E-Mail: 

"
"
Сокращенное название:
АО ""Силовые машины""
","
Телефон: 
 (812) 3467037
","
E-Mail: 
 mail@power-m.ru
","
Телефон: 
(812) 3633410
","
E-Mail: 
Sobaev_MN@power-m.ru
"
"
Сокращенное название:
АО ""СинТЗ""
","
Телефон: 
 (3439) 363976 (34378) 36403 (3496) 363502 (343) 9363181 (3439) 363004 (3439) т/ф  36-35-11 AhtyamovaML@sintz.ru
","
E-Mail: 
 tostw@kamensk.ru Sinarsky@sintz.ru
","
Телефон: 
(3439) 363924
","
E-Mail: 
@sintz.ru
"
"
Сокращенное название:
АО ""Системэнерго""
","
Телефон: 
 (8202) 296536, 290734, 291363 (8202)-29-07-34
","
E-Mail: 
 pro@systemenergo.ru sysenerq@tchercom.ru
","
Телефон: 
(8202) 29-65-36
","
E-Mail: 

"
"
Сокращенное название:
АО ""СКБК""
","
Телефон: 
 (812) 3222377 (812)3222377, факс: 3277025
","
E-Mail: 
 info@skbk.ru
","
Телефон: 
(812) 324-91-18
","
E-Mail: 

"
"
Сокращенное название:
АО ""СМК ""Черметэкология""
","
Телефон: 
 (8202) 296095, 227775 (8202) 550482 (8202) 550463
","
E-Mail: 
 chermeteco@mail.ru chermeteco@rambler.ru
","
Телефон: 
8202) 29-60-95
","
E-Mail: 

"
"
Сокращенное название:
АО ""СМН""
","
Телефон: 
 (48762) 67905
","
E-Mail: 

","
Телефон: 
(48762) 67905
","
E-Mail: 

"
"
Сокращенное название:
АО ""СМП - Нефтегаз""
","
Телефон: 
 (8553) 394300 (8553) 394393 (8553) 394397 (8553)394468 (8553) 394480 +7(8553) 39-43-00
","
E-Mail: 
 smp@tatais.ru General@smpneftegaz. up_smpng@mail.ru bezhencev_pu@smpneftegaz.ru
","
Телефон: 
(8553) 39-44-80
","
E-Mail: 
ltdink91@mail.ru
"
"
Сокращенное название:
АО ""СМТ""
","
Телефон: 
 (495) 6086964 (495)258-89-46 (495) 609 69 64
","
E-Mail: 
 smt@svartr.ru ueks@svartr.ru
","
Телефон: 
(495) 258-89-46
","
E-Mail: 
ueks@svartr.ru
"
"
Сокращенное название:
АО ""СМУ НЕФТЕХИМ""
","
Телефон: 
 (3466) 491512 (3466) 256658 (3466) 491512 (83466) 49-15-12 (3466)31-12-81
","
E-Mail: 
 neftehim-nvartovsk@y
","
Телефон: 
(912) 9306119
","
E-Mail: 

"
"
Сокращенное название:
АО ""СНПЗ""
","
Телефон: 
 (84643) 65460 (495) 9508128 (84643) 26204 (8464) 908487, 988112 (8464) 908940 (846) 988110 (8464) 988122
","
E-Mail: 
 sekr@snpz.rosneft.ru
","
Телефон: 
(8464) 90-85-87
","
E-Mail: 
SkripkoSS@snpz.rosneft.ru
"
"
Сокращенное название:
АО ""СНПХ""
","
Телефон: 
 (490) 28542973 (3466) 671374, 491030 (3466) 671375 (3466) 671312 (3466) 632003 (3466) 63-20-03, 49-10-30
","
E-Mail: 
 andreyctep@rambler.ru nachlnk@snph.biz
","
Телефон: 
(3466) 63-20-03
","
E-Mail: 
yafilatov@snph.biz
"
"
Сокращенное название:
АО ""СОТ""
","
Телефон: 
 (3519) 581555 (351) 2112000 (351) 255-66-49 (3519) 24 74 21
","
E-Mail: 
 lyubov.kagadey@rimera.com
","
Телефон: 
(351) 2112000
","
E-Mail: 

"
"
Сокращенное название:
АО ""Сочигоргаз""
","
Телефон: 
 (8622) 623121 (8622) 545396 (8622) 545256 (8622) 270000
","
E-Mail: 
 sochigas@sochi.ru
","
Телефон: 
8622 628880
","
E-Mail: 

"
"
Сокращенное название:
АО ""СПБВЕРГАЗ""
","
Телефон: 
 (812) 5406666, 5407777 (812) 5402682 +79213338048
","
E-Mail: 
 polytube@vergaz.spb.ru astapchik@mail.ru pazukhin_spbvergaz@mail.ru
","
Телефон: 
(812) 540-66-66
","
E-Mail: 
pazukhin_spbvergaz@mail.ru
"
"
Сокращенное название:
АО ""Спецавтоматика""
","
Телефон: 

","
E-Mail: 

","
Телефон: 
(926)392-01-16
","
E-Mail: 
vyurts@firepro.ru
"
"
Сокращенное название:
АО ""СПЖТ""
","
Телефон: 
 (383) 3419025
","
E-Mail: 
 sibpgt@bk.ru
","
Телефон: 
340-06-33
","
E-Mail: 

"
"
Сокращенное название:
АО ""СПНУ""
","
Телефон: 
 (34242) 74416, 95604 (3424) 239128, 269632
","
E-Mail: 
 spnu@permonline.ru SPNU@permonline.ru spnu2012@yandex.ru
","
Телефон: 
34242 7-44-16
","
E-Mail: 

"
"
Сокращенное название:
АО ""СПЭ""
","
Телефон: 
 (495) 6463742 (495)6463742
","
E-Mail: 
 expert@spexp.ru lab@spexp.ru
","
Телефон: 
(34783) 21199
","
E-Mail: 

"
